STREET_ID,DATE_ID,date,year,quarter,month,ZONE_ID,zone,CRIME_ID,crime,type,NPU_ID,npu,number
89,1763,2013-10-29,2013,4,October,17,6,10,AGG ASSAULT,house_number,17,O,133022006
90,2581,2016-01-25,2016,1,January,51,2,11,ROBBERY-PEDESTRIAN,house_number,62,D,160250654
91,2963,2017-02-10,2017,1,February,58,4,11,ROBBERY-PEDESTRIAN,house_number,59,S,170411920
92,2747,2016-07-09,2016,3,July,25,4,2,AUTO THEFT,house_number,63,H,161910740
93,402,2010-02-06,2010,1,February,20,1,3,BURGLARY-RESIDENCE,house_number,64,G,100371909
94,1798,2013-12-03,2013,4,December,13,4,21,ROBBERY-PEDESTRIAN,road,13,T,133370096
95,1468,2013-01-07,2013,1,January,59,2,22,LARCENY-FROM VEHICLE,shop,65,B,130071875
96,2575,2016-01-19,2016,1,January,51,2,4,LARCENY-FROM VEHICLE,house_number,62,D,160190138
96,2628,2016-03-12,2016,1,March,51,2,3,BURGLARY-RESIDENCE,house_number,62,D,160722019
97,1292,2012-07-15,2012,3,July,60,5,23,AGG ASSAULT,building,33,M,121970687
98,1616,2013-06-04,2013,2,June,25,4,1,LARCENY-NON VEHICLE,house_number,66,H,131551231
99,105,2009-04-15,2009,2,April,61,2,4,LARCENY-FROM VEHICLE,house_number,67,A,91051158
100,862,2011-05-12,2011,2,May,29,3,24,AGG ASSAULT,amenity,31,Z,111322727
101,1091,2011-12-27,2011,4,December,54,1,4,LARCENY-FROM VEHICLE,house_number,68,K,113611275
102,1189,2012-04-03,2012,2,April,62,5,34,LARCENY-FROM VEHICLE,tourism,16,E,120940934
102,2668,2016-04-21,2016,2,April,62,5,25,ROBBERY-PEDESTRIAN,amenity,16,E,161120332
103,1101,2012-01-06,2012,1,January,11,1,2,AUTO THEFT,house_number,11,I,120060941
104,140,2009-05-20,2009,2,May,28,3,4,LARCENY-FROM VEHICLE,house_number,30,X,91400528
105,1970,2014-05-24,2014,2,May,38,5,18,LARCENY-NON VEHICLE,shop,39,E,141441348
105,2525,2015-11-30,2015,4,November,38,5,18,LARCENY-NON VEHICLE,shop,39,E,153342643
106,32,2009-02-01,2009,1,February,59,2,18,LARCENY-NON VEHICLE,shop,65,B,90321290
106,305,2009-11-01,2009,4,November,59,2,18,LARCENY-NON VEHICLE,shop,65,B,93051223
106,369,2010-01-04,2010,1,January,59,2,18,LARCENY-NON VEHICLE,shop,65,B,100040968
106,474,2010-04-19,2010,2,April,59,2,22,LARCENY-FROM VEHICLE,shop,65,B,101052121
106,496,2010-05-11,2010,2,May,59,2,18,LARCENY-NON VEHICLE,shop,65,B,101312131
106,521,2010-06-05,2010,2,June,42,2,20,AUTO THEFT,amenity,42,B,101560816
106,577,2010-07-31,2010,3,July,59,2,18,LARCENY-NON VEHICLE,shop,65,B,102121426
106,713,2010-12-14,2010,4,December,59,2,18,LARCENY-NON VEHICLE,shop,65,B,103482120
106,1147,2012-02-21,2012,1,February,59,2,18,LARCENY-NON VEHICLE,shop,65,B,120521758
106,1183,2012-03-28,2012,1,March,42,2,18,LARCENY-NON VEHICLE,shop,42,B,120881561
106,1192,2012-04-06,2012,2,April,59,2,18,LARCENY-NON VEHICLE,shop,65,B,120971849
106,1905,2014-03-20,2014,1,March,42,2,18,LARCENY-NON VEHICLE,shop,42,B,140792357
106,2027,2014-07-20,2014,3,July,59,2,18,LARCENY-NON VEHICLE,shop,65,B,142011867
106,2575,2016-01-19,2016,1,January,59,2,48,BURGLARY-NONRES,road,65,B,160192068
106,2652,2016-04-05,2016,2,April,59,2,22,LARCENY-FROM VEHICLE,shop,65,B,160962650
107,302,2009-10-29,2009,4,October,57,2,26,LARCENY-NON VEHICLE,road,69,D,93020561
107,1623,2013-06-11,2013,2,June,57,2,3,BURGLARY-RESIDENCE,house_number,120,D,131620781
107,2659,2016-04-12,2016,2,April,51,2,2,AUTO THEFT,house_number,120,D,161031226
108,1201,2012-04-15,2012,2,April,64,4,2,AUTO THEFT,house_number,78,T,121061221
108,1933,2014-04-17,2014,2,April,10,1,4,LARCENY-FROM VEHICLE,house_number,70,T,141070241
109,155,2009-06-04,2009,2,June,2,4,4,LARCENY-FROM VEHICLE,house_number,2,I,91550361
110,1497,2013-02-05,2013,1,February,54,1,2,AUTO THEFT,house_number,68,K,130362228
111,1622,2013-06-10,2013,2,June,55,3,3,BURGLARY-RESIDENCE,house_number,71,V,131612287
111,1831,2014-01-05,2014,1,January,55,3,10,AGG ASSAULT,house_number,71,V,140051132
112,1657,2013-07-15,2013,3,July,55,3,4,LARCENY-FROM VEHICLE,house_number,61,V,131961351
113,1407,2012-11-07,2012,4,November,55,3,20,AUTO THEFT,amenity,61,V,123120829
114,1063,2011-11-29,2011,4,November,51,2,2,AUTO THEFT,house_number,51,D,113331030
114,2203,2015-01-12,2015,1,January,51,2,3,BURGLARY-RESIDENCE,house_number,51,D,150122142
114,2934,2017-01-12,2017,1,January,51,2,4,LARCENY-FROM VEHICLE,house_number,51,D,170120698
115,2224,2015-02-02,2015,1,February,46,3,2,AUTO THEFT,house_number,47,X,150330353
115,2655,2016-04-08,2016,2,April,28,3,20,AUTO THEFT,amenity,30,X,160992567
116,285,2009-10-12,2009,4,October,25,4,2,AUTO THEFT,house_number,63,H,92850479
116,507,2010-05-22,2010,2,May,25,4,2,AUTO THEFT,house_number,63,H,101421340
116,666,2010-10-28,2010,4,October,25,4,2,AUTO THEFT,house_number,63,H,103010475
116,1202,2012-04-16,2012,2,April,25,4,2,AUTO THEFT,house_number,63,H,121070679
116,1638,2013-06-26,2013,2,June,25,4,15,LARCENY-NON VEHICLE,amenity,63,H,131771513
116,2645,2016-03-29,2016,1,March,25,4,7,LARCENY-FROM VEHICLE,amenity,63,H,160891615
116,2699,2016-05-22,2016,2,May,25,4,2,AUTO THEFT,house_number,63,H,161430383
117,1069,2011-12-05,2011,4,December,54,1,3,BURGLARY-RESIDENCE,house_number,98,J,113391459
117,2556,2015-12-31,2015,4,December,54,1,4,LARCENY-FROM VEHICLE,house_number,68,K,153651159
118,540,2010-06-24,2010,2,June,47,4,3,BURGLARY-RESIDENCE,house_number,73,P,101751370
119,673,2010-11-04,2010,4,November,21,6,2,AUTO THEFT,house_number,22,W,103080743
119,692,2010-11-23,2010,4,November,21,6,42,RAPE,amenity,22,W,103270090
119,2333,2015-05-22,2015,2,May,12,6,4,LARCENY-FROM VEHICLE,house_number,74,M,151420348
119,2717,2016-06-09,2016,2,June,53,6,17,AUTO THEFT,road,22,W,161611023
120,674,2010-11-05,2010,4,November,1,1,3,BURGLARY-RESIDENCE,house_number,1,L,103091458
120,1237,2012-05-21,2012,2,May,1,1,3,BURGLARY-RESIDENCE,house_number,1,L,121422260
121,2676,2016-04-29,2016,2,April,57,2,3,BURGLARY-RESIDENCE,house_number,75,D,161203118
122,1524,2013-03-04,2013,1,March,5,3,17,AUTO THEFT,road,76,Z,130630943
122,1576,2013-04-25,2013,2,April,5,3,17,AUTO THEFT,road,76,Z,131151689
123,376,2010-01-11,2010,1,January,12,6,3,BURGLARY-RESIDENCE,house_number,74,M,100111469
123,1876,2014-02-19,2014,1,February,12,6,6,BURGLARY-NONRES,house_number,74,M,140500503
124,2895,2016-12-04,2016,4,December,35,3,10,AGG ASSAULT,house_number,37,Z,163390526
125,410,2010-02-14,2010,1,February,17,6,38,BURGLARY-NONRES,amenity,17,O,100450476
125,796,2011-03-07,2011,1,March,17,6,1,LARCENY-NON VEHICLE,house_number,17,O,110660778
125,835,2011-04-15,2011,2,April,17,6,15,LARCENY-NON VEHICLE,amenity,17,O,111052582
125,1121,2012-01-26,2012,1,January,17,6,22,LARCENY-FROM VEHICLE,shop,17,O,120261567
125,2157,2014-11-27,2014,4,November,17,6,2,AUTO THEFT,house_number,17,O,143310760
126,567,2010-07-21,2010,3,July,61,2,1,LARCENY-NON VEHICLE,house_number,77,A,102020846
127,331,2009-11-27,2009,4,November,58,4,2,AUTO THEFT,house_number,85,S,93310948
127,423,2010-02-27,2010,1,February,33,4,11,ROBBERY-PEDESTRIAN,house_number,59,S,100580241
127,1266,2012-06-19,2012,2,June,33,4,3,BURGLARY-RESIDENCE,house_number,155,S,121710932
128,1520,2013-02-28,2013,1,February,13,4,25,ROBBERY-PEDESTRIAN,amenity,13,T,130592890
128,1628,2013-06-16,2013,2,June,10,1,17,AUTO THEFT,road,70,T,131670784
129,538,2010-06-22,2010,2,June,58,4,1,LARCENY-NON VEHICLE,house_number,59,S,101730896
129,864,2011-05-14,2011,2,May,58,4,1,LARCENY-NON VEHICLE,house_number,59,S,111340025
130,2289,2015-04-08,2015,2,April,15,6,3,BURGLARY-RESIDENCE,house_number,15,O,150980013
131,1491,2013-01-30,2013,1,January,64,4,3,BURGLARY-RESIDENCE,house_number,78,T,130301717
132,133,2009-05-13,2009,2,May,13,4,7,LARCENY-FROM VEHICLE,amenity,13,T,91331541
132,352,2009-12-18,2009,4,December,3,3,24,AGG ASSAULT,amenity,3,V,93522096
132,384,2010-01-19,2010,1,January,13,4,22,LARCENY-FROM VEHICLE,shop,13,T,100192154
132,465,2010-04-10,2010,2,April,13,4,7,LARCENY-FROM VEHICLE,amenity,13,T,101001630
132,735,2011-01-05,2011,1,January,13,4,4,LARCENY-FROM VEHICLE,house_number,13,T,110050523
133,2748,2016-07-10,2016,3,July,55,3,4,LARCENY-FROM VEHICLE,house_number,71,V,161920537
134,1305,2012-07-28,2012,3,July,14,4,7,LARCENY-FROM VEHICLE,amenity,14,P,122101306
134,2549,2015-12-24,2015,4,December,14,4,27,BURGLARY-RESIDENCE,leisure,14,P,153580639
135,649,2010-10-11,2010,4,October,27,2,4,LARCENY-FROM VEHICLE,house_number,29,B,102842141
136,1214,2012-04-28,2012,2,April,32,6,2,AUTO THEFT,house_number,35,W,121202281
136,2037,2014-07-30,2014,3,July,32,6,1,LARCENY-NON VEHICLE,house_number,35,W,142111691
137,2012,2014-07-05,2014,3,July,65,6,2,AUTO THEFT,house_number,79,W,141861639
138,2311,2015-04-30,2015,2,April,24,1,1,LARCENY-NON VEHICLE,house_number,26,L,151201785
139,2530,2015-12-05,2015,4,December,3,3,4,LARCENY-FROM VEHICLE,house_number,3,V,153392896
139,2631,2016-03-15,2016,1,March,31,5,2,AUTO THEFT,house_number,52,M,160753125
140,345,2009-12-11,2009,4,December,31,5,4,LARCENY-FROM VEHICLE,house_number,52,M,93452406
140,1875,2014-02-18,2014,1,February,31,5,3,BURGLARY-RESIDENCE,house_number,52,M,140491519
141,871,2011-05-21,2011,2,May,65,6,3,BURGLARY-RESIDENCE,house_number,79,W,111411594
141,1758,2013-10-24,2013,4,October,65,6,2,AUTO THEFT,house_number,79,W,132970955
142,1575,2013-04-24,2013,2,April,27,2,3,BURGLARY-RESIDENCE,house_number,60,B,131142106
143,1583,2013-05-02,2013,2,May,8,1,15,LARCENY-NON VEHICLE,amenity,8,J,131220864
144,920,2011-07-09,2011,3,July,52,3,3,BURGLARY-RESIDENCE,house_number,80,V,111901828
145,199,2009-07-18,2009,3,July,66,2,4,LARCENY-FROM VEHICLE,house_number,56,F,91990350
145,517,2010-06-01,2010,2,June,66,2,1,LARCENY-NON VEHICLE,house_number,56,F,101520902
145,1137,2012-02-11,2012,1,February,66,2,4,LARCENY-FROM VEHICLE,house_number,56,F,120420294
146,109,2009-04-19,2009,2,April,16,5,40,AUTO THEFT,building,16,E,91090911
146,678,2010-11-09,2010,4,November,72,5,5,LARCENY-FROM VEHICLE,building,33,M,103131089
146,856,2011-05-06,2011,2,May,16,5,4,LARCENY-FROM VEHICLE,house_number,16,E,111261697
146,933,2011-07-22,2011,3,July,16,5,5,LARCENY-FROM VEHICLE,building,16,E,112030464
146,1013,2011-10-10,2011,4,October,72,5,14,LARCENY-NON VEHICLE,building,33,M,112831916
146,1027,2011-10-24,2011,4,October,16,5,4,LARCENY-FROM VEHICLE,house_number,16,E,112970602
146,1055,2011-11-21,2011,4,November,43,5,5,LARCENY-FROM VEHICLE,building,33,M,113250691
146,1078,2011-12-14,2011,4,December,62,5,4,LARCENY-FROM VEHICLE,house_number,16,E,113482050
146,1262,2012-06-15,2012,2,June,36,5,15,LARCENY-NON VEHICLE,amenity,16,E,121671854
146,1267,2012-06-20,2012,2,June,72,5,15,LARCENY-NON VEHICLE,amenity,33,M,121720335
146,1450,2012-12-20,2012,4,December,16,5,4,LARCENY-FROM VEHICLE,house_number,16,E,123552451
146,1462,2013-01-01,2013,1,January,16,5,33,ROBBERY-COMMERCIAL,house_number,16,E,130012237
146,1565,2013-04-14,2013,2,April,16,5,5,LARCENY-FROM VEHICLE,building,16,E,131040220
146,1619,2013-06-07,2013,2,June,16,5,4,LARCENY-FROM VEHICLE,house_number,16,E,131581698
146,1758,2013-10-24,2013,4,October,16,5,14,LARCENY-NON VEHICLE,building,16,E,132971858
146,1832,2014-01-06,2014,1,January,62,5,5,LARCENY-FROM VEHICLE,building,16,E,140062245
146,1845,2014-01-19,2014,1,January,72,5,14,LARCENY-NON VEHICLE,building,33,M,140190251
146,1883,2014-02-26,2014,1,February,72,5,4,LARCENY-FROM VEHICLE,house_number,33,M,140572105
146,1906,2014-03-21,2014,1,March,72,5,14,LARCENY-NON VEHICLE,building,33,M,140802455
146,1964,2014-05-18,2014,2,May,72,5,15,LARCENY-NON VEHICLE,amenity,33,M,141380385
146,1998,2014-06-21,2014,2,June,36,5,41,RAPE,building,16,E,141721526
146,2360,2015-06-18,2015,2,June,43,5,44,ROBBERY-COMMERCIAL,building,33,M,151690985
146,2504,2015-11-09,2015,4,November,43,5,14,LARCENY-NON VEHICLE,building,33,M,153131311
146,2677,2016-04-30,2016,2,April,16,5,4,LARCENY-FROM VEHICLE,house_number,16,E,161212916
146,2928,2017-01-06,2017,1,January,36,5,14,LARCENY-NON VEHICLE,building,16,E,170062160
147,504,2010-05-19,2010,2,May,17,6,2,AUTO THEFT,house_number,17,O,101391966
147,1113,2012-01-18,2012,1,January,15,6,28,ROBBERY-COMMERCIAL,amenity,15,O,120181377
147,1561,2013-04-10,2013,2,April,21,6,4,LARCENY-FROM VEHICLE,house_number,81,V,131000505
147,1883,2014-02-26,2014,1,February,39,6,15,LARCENY-NON VEHICLE,amenity,40,O,140570470
147,2907,2016-12-16,2016,4,December,53,6,4,LARCENY-FROM VEHICLE,house_number,136,N,163512948
148,1875,2014-02-18,2014,1,February,32,6,1,LARCENY-NON VEHICLE,house_number,82,W,140491785
149,446,2010-03-22,2010,1,March,67,4,11,ROBBERY-PEDESTRIAN,house_number,83,R,100811389
150,924,2011-07-13,2011,3,July,46,3,18,LARCENY-NON VEHICLE,shop,47,X,111941637
150,1660,2013-07-18,2013,3,July,9,3,18,LARCENY-NON VEHICLE,shop,47,X,131991496
150,2339,2015-05-28,2015,2,May,46,3,18,LARCENY-NON VEHICLE,shop,47,X,151481815
150,2363,2015-06-21,2015,2,June,46,3,22,LARCENY-FROM VEHICLE,shop,47,X,151720529
150,2391,2015-07-19,2015,3,July,46,3,18,LARCENY-NON VEHICLE,shop,47,X,152001287
151,2378,2015-07-06,2015,3,July,58,4,4,LARCENY-FROM VEHICLE,house_number,59,S,151870805
152,1947,2014-05-01,2014,2,May,5,3,3,BURGLARY-RESIDENCE,house_number,84,Z,141212162
152,1964,2014-05-18,2014,2,May,5,3,1,LARCENY-NON VEHICLE,house_number,84,Z,141380745
153,2752,2016-07-14,2016,3,July,4,1,1,LARCENY-NON VEHICLE,house_number,4,J,161961915
154,56,2009-02-25,2009,1,February,28,3,20,AUTO THEFT,amenity,30,X,90560966
154,198,2009-07-17,2009,3,July,28,3,28,ROBBERY-COMMERCIAL,amenity,30,X,91982264
154,477,2010-04-22,2010,2,April,52,3,18,LARCENY-NON VEHICLE,shop,55,X,101120775
154,1526,2013-03-06,2013,1,March,28,3,1,LARCENY-NON VEHICLE,house_number,30,X,130652356
154,1845,2014-01-19,2014,1,January,28,3,4,LARCENY-FROM VEHICLE,house_number,30,X,140190586
154,2379,2015-07-07,2015,3,July,28,3,2,AUTO THEFT,house_number,30,X,151883343
154,2575,2016-01-19,2016,1,January,28,3,2,AUTO THEFT,house_number,30,X,160191957
154,2621,2016-03-05,2016,1,March,28,3,10,AGG ASSAULT,house_number,30,X,160652979
154,2654,2016-04-07,2016,2,April,28,3,11,ROBBERY-PEDESTRIAN,house_number,30,X,160981844
154,2876,2016-11-15,2016,4,November,52,3,6,BURGLARY-NONRES,house_number,108,X,163200259
154,2884,2016-11-23,2016,4,November,46,3,4,LARCENY-FROM VEHICLE,house_number,47,X,163280810
154,2903,2016-12-12,2016,4,December,34,3,4,LARCENY-FROM VEHICLE,house_number,30,X,163472718
155,659,2010-10-21,2010,4,October,53,6,4,LARCENY-FROM VEHICLE,house_number,136,N,102941064
155,838,2011-04-18,2011,2,April,53,6,3,BURGLARY-RESIDENCE,house_number,136,N,111081152
155,1624,2013-06-12,2013,2,June,53,6,2,AUTO THEFT,house_number,57,N,131630758
155,2892,2016-12-01,2016,4,December,17,6,1,LARCENY-NON VEHICLE,house_number,17,O,163362285
156,334,2009-11-30,2009,4,November,68,1,3,BURGLARY-RESIDENCE,house_number,27,H,93340557
157,2680,2016-05-03,2016,2,May,8,1,3,BURGLARY-RESIDENCE,house_number,8,J,161241728
158,2956,2017-02-03,2017,1,February,7,2,1,LARCENY-NON VEHICLE,house_number,7,F,170340920
159,19,2009-01-19,2009,1,January,13,4,1,LARCENY-NON VEHICLE,house_number,13,T,90191174
159,1294,2012-07-17,2012,3,July,13,4,29,HOMICIDE,office,13,T,121991439042
159,2100,2014-10-01,2014,4,October,13,4,11,ROBBERY-PEDESTRIAN,house_number,13,T,142740212
160,741,2011-01-11,2011,1,January,9,3,3,BURGLARY-RESIDENCE,house_number,9,X,110110247
160,2027,2014-07-20,2014,3,July,9,3,6,BURGLARY-NONRES,house_number,9,X,142011750
161,1595,2013-05-14,2013,2,May,28,3,3,BURGLARY-RESIDENCE,house_number,30,X,131342680
162,843,2011-04-23,2011,2,April,16,5,4,LARCENY-FROM VEHICLE,house_number,33,M,111131208
162,912,2011-07-01,2011,3,July,63,1,1,LARCENY-NON VEHICLE,house_number,72,K,111822348
162,1911,2014-03-26,2014,1,March,63,1,4,LARCENY-FROM VEHICLE,house_number,72,K,140851967
163,2256,2015-03-06,2015,1,March,21,6,2,AUTO THEFT,house_number,22,W,150650556
164,316,2009-11-12,2009,4,November,19,4,2,AUTO THEFT,house_number,20,R,93160328
164,731,2011-01-01,2011,1,January,19,4,4,LARCENY-FROM VEHICLE,house_number,20,R,110010687
164,1005,2011-10-02,2011,4,October,69,4,2,AUTO THEFT,house_number,85,S,112750688
164,1763,2013-10-29,2013,4,October,71,4,4,LARCENY-FROM VEHICLE,house_number,93,R,133021529
164,1940,2014-04-24,2014,2,April,19,4,4,LARCENY-FROM VEHICLE,house_number,20,R,141142051
164,1973,2014-05-27,2014,2,May,69,4,30,HOMICIDE,house_number,85,S,141470373027
164,2264,2015-03-14,2015,1,March,19,4,10,AGG ASSAULT,house_number,20,R,150732139
164,2525,2015-11-30,2015,4,November,19,4,4,LARCENY-FROM VEHICLE,house_number,20,R,153341562
164,2530,2015-12-05,2015,4,December,58,4,3,BURGLARY-RESIDENCE,house_number,59,S,153392499
165,1875,2014-02-18,2014,1,February,7,2,31,LARCENY-FROM VEHICLE,leisure,86,F,140491007
166,1517,2013-02-25,2013,1,February,21,6,1,LARCENY-NON VEHICLE,house_number,22,W,130561380
167,23,2009-01-23,2009,1,January,5,3,2,AUTO THEFT,house_number,5,Z,90230380
168,2551,2015-12-26,2015,4,December,3,3,8,ROBBERY-PEDESTRIAN,shop,3,V,153602159
169,20,2009-01-20,2009,1,January,19,4,26,LARCENY-NON VEHICLE,road,92,S,90200642
169,2501,2015-11-06,2015,4,November,64,4,10,AGG ASSAULT,house_number,78,T,153103391
169,2603,2016-02-16,2016,1,February,58,4,2,AUTO THEFT,house_number,92,S,160470578
170,500,2010-05-15,2010,2,May,5,3,3,BURGLARY-RESIDENCE,house_number,87,Z,101350134
171,141,2009-05-21,2009,2,May,19,4,2,AUTO THEFT,house_number,20,R,91410507
171,935,2011-07-24,2011,3,July,19,4,2,AUTO THEFT,house_number,20,R,112050705
171,1288,2012-07-11,2012,3,July,19,4,2,AUTO THEFT,house_number,20,R,121930474
171,1461,2012-12-31,2012,4,December,19,4,3,BURGLARY-RESIDENCE,house_number,20,R,123662305
171,1866,2014-02-09,2014,1,February,19,4,2,AUTO THEFT,house_number,20,R,140401015
171,2358,2015-06-16,2015,2,June,19,4,2,AUTO THEFT,house_number,20,R,151670971
171,2901,2016-12-10,2016,4,December,19,4,11,ROBBERY-PEDESTRIAN,house_number,20,R,163452589
172,5,2009-01-05,2009,1,January,49,5,45,BURGLARY-NONRES,building,33,M,90050225
172,159,2009-06-08,2009,2,June,60,5,2,AUTO THEFT,house_number,33,M,91590335
172,1408,2012-11-08,2012,4,November,49,5,4,LARCENY-FROM VEHICLE,house_number,33,M,123132040
172,2176,2014-12-16,2014,4,December,49,5,4,LARCENY-FROM VEHICLE,house_number,33,M,143502777
173,119,2009-04-29,2009,2,April,62,5,3,BURGLARY-RESIDENCE,house_number,16,E,91191979
173,1188,2012-04-02,2012,2,April,62,5,1,LARCENY-NON VEHICLE,house_number,16,E,120932092
173,2011,2014-07-04,2014,3,July,62,5,2,AUTO THEFT,house_number,16,E,141851451
174,2279,2015-03-29,2015,1,March,5,3,2,AUTO THEFT,house_number,88,Z,150881512
175,45,2009-02-14,2009,1,February,47,4,2,AUTO THEFT,house_number,89,P,90450964
176,2033,2014-07-26,2014,3,July,32,6,32,ROBBERY-PEDESTRIAN,building,35,W,142072738
177,551,2010-07-05,2010,3,July,64,4,3,BURGLARY-RESIDENCE,house_number,78,T,101860097
178,88,2009-03-29,2009,1,March,6,6,2,AUTO THEFT,house_number,6,F,90880790
178,389,2010-01-24,2010,1,January,6,6,4,LARCENY-FROM VEHICLE,house_number,6,F,100240134
179,120,2009-04-30,2009,2,April,49,5,4,LARCENY-FROM VEHICLE,house_number,33,M,91202268
180,1424,2012-11-24,2012,4,November,11,1,4,LARCENY-FROM VEHICLE,house_number,11,I,123290590
181,904,2011-06-23,2011,2,June,61,2,4,LARCENY-FROM VEHICLE,house_number,77,A,111732293
182,2480,2015-10-16,2015,4,October,5,3,2,AUTO THEFT,house_number,84,Z,152890858
183,1202,2012-04-16,2012,2,April,26,1,4,LARCENY-FROM VEHICLE,house_number,28,T,121070700
183,1223,2012-05-07,2012,2,May,26,1,11,ROBBERY-PEDESTRIAN,house_number,28,T,121280249
184,2025,2014-07-18,2014,3,July,69,4,3,BURGLARY-RESIDENCE,house_number,85,S,141991847
185,2886,2016-11-25,2016,4,November,70,6,3,BURGLARY-RESIDENCE,house_number,90,N,163300442
186,97,2009-04-07,2009,2,April,54,1,3,BURGLARY-RESIDENCE,house_number,68,K,90971011
187,1489,2013-01-28,2013,1,January,10,1,2,AUTO THEFT,house_number,10,K,130281211
188,460,2010-04-05,2010,2,April,57,2,2,AUTO THEFT,house_number,91,D,100950394
189,1092,2011-12-28,2011,4,December,58,4,3,BURGLARY-RESIDENCE,house_number,92,S,113621328
190,2886,2016-11-25,2016,4,November,40,5,1,LARCENY-NON VEHICLE,house_number,33,M,163301472
191,2696,2016-05-19,2016,2,May,8,1,3,BURGLARY-RESIDENCE,house_number,8,J,161401846
192,1285,2012-07-08,2012,3,July,71,4,2,AUTO THEFT,house_number,93,R,121900446
192,1407,2012-11-07,2012,4,November,71,4,3,BURGLARY-RESIDENCE,house_number,93,R,123121760
192,2194,2015-01-03,2015,1,January,71,4,10,AGG ASSAULT,house_number,93,R,150032724
193,647,2010-10-09,2010,4,October,62,5,25,ROBBERY-PEDESTRIAN,amenity,16,E,102822033
193,765,2011-02-04,2011,1,February,72,5,2,AUTO THEFT,house_number,33,M,110351074
193,1259,2012-06-12,2012,2,June,16,5,2,AUTO THEFT,house_number,16,E,121641082
193,1590,2013-05-09,2013,2,May,7,2,7,LARCENY-FROM VEHICLE,amenity,7,F,131293045
193,1836,2014-01-10,2014,1,January,72,5,4,LARCENY-FROM VEHICLE,house_number,33,M,140101009
193,1984,2014-06-07,2014,2,June,36,5,5,LARCENY-FROM VEHICLE,building,132,E,141582698
193,2177,2014-12-17,2014,4,December,36,5,7,LARCENY-FROM VEHICLE,amenity,16,E,143512286
193,2838,2016-10-08,2016,4,October,62,5,4,LARCENY-FROM VEHICLE,house_number,16,E,162821227
194,1474,2013-01-13,2013,1,January,40,5,15,LARCENY-NON VEHICLE,amenity,33,M,130131706
195,33,2009-02-02,2009,1,February,33,4,9,ROBBERY-RESIDENCE,house_number,59,S,90331139
196,905,2011-06-24,2011,2,June,56,5,2,AUTO THEFT,house_number,16,E,111752151
196,1136,2012-02-10,2012,1,February,16,5,4,LARCENY-FROM VEHICLE,house_number,16,E,120410797
196,1762,2013-10-28,2013,4,October,16,5,12,LARCENY-FROM VEHICLE,road,16,E,133010742
