STREET_ID,DATE_ID,date,year,quarter,month,ZONE_ID,zone,CRIME_ID,crime,type,NPU_ID,npu,number
342,904,2011-06-23,2011,2,June,14,4,4,LARCENY-FROM VEHICLE,house_number,14,P,111742496
343,2907,2016-12-16,2016,4,December,4,1,2,AUTO THEFT,house_number,124,G,163511737
344,607,2010-08-30,2010,3,August,77,5,7,LARCENY-FROM VEHICLE,amenity,33,M,102421292
344,755,2011-01-25,2011,1,January,3,3,15,LARCENY-NON VEHICLE,amenity,3,V,110251393
345,922,2011-07-11,2011,3,July,38,5,5,LARCENY-FROM VEHICLE,building,94,E,111920872
346,530,2010-06-14,2010,2,June,48,2,22,LARCENY-FROM VEHICLE,shop,125,B,101650940
346,1372,2012-10-03,2012,4,October,48,2,22,LARCENY-FROM VEHICLE,shop,125,B,122772263
347,911,2011-06-30,2011,2,June,19,4,1,LARCENY-NON VEHICLE,house_number,126,I,111810810
348,1436,2012-12-06,2012,4,December,75,1,13,AGG ASSAULT,shop,127,H,123412752
348,1931,2014-04-15,2014,2,April,57,2,15,LARCENY-NON VEHICLE,amenity,75,D,141052205
349,359,2009-12-25,2009,4,December,33,4,2,AUTO THEFT,house_number,13,T,93590144
350,1540,2013-03-20,2013,1,March,27,2,4,LARCENY-FROM VEHICLE,house_number,128,B,130790849
351,1541,2013-03-21,2013,1,March,52,3,2,AUTO THEFT,house_number,80,V,130800464
352,1926,2014-04-10,2014,2,April,24,1,4,LARCENY-FROM VEHICLE,house_number,26,L,141002049
353,202,2009-07-21,2009,3,July,63,1,11,ROBBERY-PEDESTRIAN,house_number,72,K,92021608
354,194,2009-07-13,2009,3,July,62,5,4,LARCENY-FROM VEHICLE,house_number,16,E,91941717
355,1589,2013-05-08,2013,2,May,25,4,3,BURGLARY-RESIDENCE,house_number,27,H,131282277
356,1977,2014-05-31,2014,2,May,45,1,11,ROBBERY-PEDESTRIAN,house_number,46,G,141510212
357,1958,2014-05-12,2014,2,May,77,5,5,LARCENY-FROM VEHICLE,building,33,M,141320502
358,599,2010-08-22,2010,3,August,32,6,4,LARCENY-FROM VEHICLE,house_number,82,W,102341133
359,1287,2012-07-10,2012,3,July,76,2,4,LARCENY-FROM VEHICLE,house_number,129,B,121920432
360,64,2009-03-05,2009,1,March,26,1,4,LARCENY-FROM VEHICLE,house_number,28,T,90641129
361,1978,2014-06-01,2014,2,June,18,3,10,AGG ASSAULT,house_number,19,Y,141521170
362,1096,2012-01-01,2012,1,January,49,5,34,LARCENY-FROM VEHICLE,tourism,33,M,120010533
363,1450,2012-12-20,2012,4,December,65,6,9,ROBBERY-RESIDENCE,house_number,79,W,123552141
364,730,2010-12-31,2010,4,December,19,4,3,BURGLARY-RESIDENCE,house_number,20,R,103650788
365,2950,2017-01-28,2017,1,January,8,1,10,AGG ASSAULT,house_number,8,J,170282615
366,1520,2013-02-28,2013,1,February,5,3,3,BURGLARY-RESIDENCE,house_number,76,Z,130590735
367,2547,2015-12-22,2015,4,December,1,1,3,BURGLARY-RESIDENCE,house_number,1,L,153561042
367,2643,2016-03-27,2016,1,March,1,1,4,LARCENY-FROM VEHICLE,house_number,1,L,160871673
368,705,2010-12-06,2010,4,December,23,6,2,AUTO THEFT,house_number,44,N,103400678
368,2491,2015-10-27,2015,4,October,23,6,2,AUTO THEFT,house_number,25,N,153003342
369,393,2010-01-28,2010,1,January,12,6,4,LARCENY-FROM VEHICLE,house_number,12,M,100280458
369,2179,2014-12-19,2014,4,December,12,6,15,LARCENY-NON VEHICLE,amenity,12,M,143531764
369,2554,2015-12-29,2015,4,December,12,6,52,BURGLARY-RESIDENCE,amenity,12,M,153631167
370,2369,2015-06-27,2015,2,June,57,2,4,LARCENY-FROM VEHICLE,house_number,75,D,151782449
371,2191,2014-12-31,2014,4,December,10,1,11,ROBBERY-PEDESTRIAN,house_number,18,T,143651584
372,476,2010-04-21,2010,2,April,16,5,1,LARCENY-NON VEHICLE,house_number,16,E,101111088
373,2685,2016-05-08,2016,2,May,13,4,1,LARCENY-NON VEHICLE,house_number,13,T,161290025
374,1137,2012-02-11,2012,1,February,14,4,12,LARCENY-FROM VEHICLE,road,14,P,120421629
374,2728,2016-06-20,2016,2,June,14,4,17,AUTO THEFT,road,14,P,161721643
375,909,2011-06-28,2011,2,June,57,2,3,BURGLARY-RESIDENCE,house_number,75,D,111790941
376,1545,2013-03-25,2013,1,March,42,2,7,LARCENY-FROM VEHICLE,amenity,42,B,130841084
376,1550,2013-03-30,2013,1,March,42,2,20,AUTO THEFT,amenity,42,B,130892482
376,2347,2015-06-05,2015,2,June,42,2,15,LARCENY-NON VEHICLE,amenity,42,B,151561753
377,1671,2013-07-29,2013,3,July,78,2,3,BURGLARY-RESIDENCE,house_number,131,C,132101212
378,2472,2015-10-08,2015,4,October,48,2,2,AUTO THEFT,house_number,42,B,152810878
379,2494,2015-10-30,2015,4,October,27,2,4,LARCENY-FROM VEHICLE,house_number,29,B,153033324
380,2980,2017-02-27,2017,1,February,44,3,2,AUTO THEFT,house_number,48,Z,170581934
381,1424,2012-11-24,2012,4,November,56,5,5,LARCENY-FROM VEHICLE,building,16,E,123292339
381,2522,2015-11-27,2015,4,November,56,5,5,LARCENY-FROM VEHICLE,building,16,E,153311476
382,1479,2013-01-18,2013,1,January,4,1,1,LARCENY-NON VEHICLE,house_number,4,J,130181648
383,1260,2012-06-13,2012,2,June,35,3,3,BURGLARY-RESIDENCE,house_number,37,Z,121650923
384,473,2010-04-18,2010,2,April,13,4,11,ROBBERY-PEDESTRIAN,house_number,13,T,101081898
384,1440,2012-12-10,2012,4,December,13,4,3,BURGLARY-RESIDENCE,house_number,13,T,123451160
385,2465,2015-10-01,2015,4,October,59,2,18,LARCENY-NON VEHICLE,shop,65,B,152741628
386,340,2009-12-06,2009,4,December,38,5,4,LARCENY-FROM VEHICLE,house_number,94,E,93401098
387,1910,2014-03-25,2014,1,March,12,6,7,LARCENY-FROM VEHICLE,amenity,74,M,140841560
388,1031,2011-10-28,2011,4,October,17,6,4,LARCENY-FROM VEHICLE,house_number,17,O,113011391
389,1972,2014-05-26,2014,2,May,75,1,6,BURGLARY-NONRES,house_number,122,H,141460995
390,468,2010-04-13,2010,2,April,54,1,4,LARCENY-FROM VEHICLE,house_number,98,J,101031897
391,683,2010-11-14,2010,4,November,23,6,11,ROBBERY-PEDESTRIAN,house_number,44,N,103180326
392,1479,2013-01-18,2013,1,January,41,2,4,LARCENY-FROM VEHICLE,house_number,133,E,130181224
393,1773,2013-11-08,2013,4,November,48,2,4,LARCENY-FROM VEHICLE,house_number,134,B,133121192
394,1262,2012-06-15,2012,2,June,24,1,30,HOMICIDE,house_number,26,L,121651500031
395,324,2009-11-20,2009,4,November,6,6,4,LARCENY-FROM VEHICLE,house_number,6,F,93241132
396,889,2011-06-08,2011,2,June,22,4,26,LARCENY-NON VEHICLE,road,143,P,111592621
396,1160,2012-03-05,2012,1,March,22,4,1,LARCENY-NON VEHICLE,house_number,135,P,120652346
397,194,2009-07-13,2009,3,July,37,4,3,BURGLARY-RESIDENCE,house_number,92,S,91940692
398,1167,2012-03-12,2012,1,March,42,2,22,LARCENY-FROM VEHICLE,shop,130,B,120721884
399,933,2011-07-22,2011,3,July,73,2,26,LARCENY-NON VEHICLE,road,117,A,112031858
400,2357,2015-06-15,2015,2,June,18,3,4,LARCENY-FROM VEHICLE,house_number,19,Y,151662625
401,475,2010-04-20,2010,2,April,34,3,24,AGG ASSAULT,amenity,116,Y,101101463
402,120,2009-04-30,2009,2,April,76,2,5,LARCENY-FROM VEHICLE,building,105,B,91200799
402,1028,2011-10-25,2011,4,October,76,2,18,LARCENY-NON VEHICLE,shop,105,B,112981378
403,1842,2014-01-16,2014,1,January,11,1,2,AUTO THEFT,house_number,11,I,140160735
404,11,2009-01-11,2009,1,January,34,3,11,ROBBERY-PEDESTRIAN,house_number,116,Y,90110868
404,558,2010-07-12,2010,3,July,32,6,1,LARCENY-NON VEHICLE,house_number,111,W,101931349
405,1787,2013-11-22,2013,4,November,23,6,4,LARCENY-FROM VEHICLE,house_number,44,N,133262729
406,1672,2013-07-30,2013,3,July,31,5,4,LARCENY-FROM VEHICLE,house_number,52,M,132110016
407,469,2010-04-14,2010,2,April,3,3,2,AUTO THEFT,house_number,3,V,101040158
408,1662,2013-07-20,2013,3,July,5,3,3,BURGLARY-RESIDENCE,house_number,84,Z,132011309
408,2148,2014-11-18,2014,4,November,28,3,11,ROBBERY-PEDESTRIAN,house_number,30,X,143221709
409,508,2010-05-23,2010,2,May,56,5,1,LARCENY-NON VEHICLE,house_number,16,E,101430568
410,182,2009-07-01,2009,3,July,35,3,17,AUTO THEFT,road,37,Z,91822370
411,1220,2012-05-04,2012,2,May,37,4,3,BURGLARY-RESIDENCE,house_number,137,O,121250669
412,1979,2014-06-02,2014,2,June,62,5,32,ROBBERY-PEDESTRIAN,building,16,E,141530020
413,1456,2012-12-26,2012,4,December,45,1,2,AUTO THEFT,house_number,46,G,123610575
414,834,2011-04-14,2011,2,April,35,3,14,LARCENY-NON VEHICLE,building,102,Z,111040773
415,323,2009-11-19,2009,4,November,54,1,11,ROBBERY-PEDESTRIAN,house_number,68,K,93230776
416,2623,2016-03-07,2016,1,March,23,6,38,BURGLARY-NONRES,amenity,44,N,160670474
417,1442,2012-12-12,2012,4,December,35,3,4,LARCENY-FROM VEHICLE,house_number,37,Z,123471408
418,507,2010-05-22,2010,2,May,75,1,3,BURGLARY-RESIDENCE,house_number,138,G,101422243
419,201,2009-07-20,2009,3,July,63,1,1,LARCENY-NON VEHICLE,house_number,72,K,92011925
420,777,2011-02-16,2011,1,February,21,6,3,BURGLARY-RESIDENCE,house_number,22,W,110472351
421,1567,2013-04-16,2013,2,April,43,5,15,LARCENY-NON VEHICLE,amenity,33,M,131061318
421,1770,2013-11-05,2013,4,November,43,5,15,LARCENY-NON VEHICLE,amenity,33,M,133091875
422,1549,2013-03-29,2013,1,March,35,3,48,BURGLARY-NONRES,road,37,Z,130880921
423,1158,2012-03-03,2012,1,March,4,1,9,ROBBERY-RESIDENCE,house_number,46,G,120631381
424,12,2009-01-12,2009,1,January,39,6,15,LARCENY-NON VEHICLE,amenity,139,O,90121827
425,1124,2012-01-29,2012,1,January,71,4,10,AGG ASSAULT,house_number,93,R,120291566
426,2117,2014-10-18,2014,4,October,18,3,3,BURGLARY-RESIDENCE,house_number,19,Y,142910566
427,1195,2012-04-09,2012,2,April,25,4,4,LARCENY-FROM VEHICLE,house_number,140,H,121000961
428,497,2010-05-12,2010,2,May,50,3,2,AUTO THEFT,house_number,54,V,101320118
429,334,2009-11-30,2009,4,November,77,5,15,LARCENY-NON VEHICLE,amenity,33,M,93341169
429,1786,2013-11-21,2013,4,November,77,5,49,LARCENY-FROM VEHICLE,office,33,M,133250798
430,1196,2012-04-10,2012,2,April,10,1,1,LARCENY-NON VEHICLE,house_number,10,K,121011073
430,2485,2015-10-21,2015,4,October,10,1,19,BURGLARY-RESIDENCE,road,10,K,152942532
431,1104,2012-01-09,2012,1,January,8,1,2,AUTO THEFT,house_number,8,J,120091137
432,470,2010-04-15,2010,2,April,55,3,11,ROBBERY-PEDESTRIAN,house_number,61,V,101052307
433,377,2010-01-12,2010,1,January,76,2,50,BURGLARY-RESIDENCE,building,141,B,100121410
433,2884,2016-11-23,2016,4,November,76,2,50,BURGLARY-RESIDENCE,building,141,B,163281862
434,2756,2016-07-18,2016,3,July,8,1,2,AUTO THEFT,house_number,8,J,162001024
435,817,2011-03-28,2011,1,March,20,1,3,BURGLARY-RESIDENCE,house_number,21,G,110870793
436,1441,2012-12-11,2012,4,December,39,6,1,LARCENY-NON VEHICLE,house_number,40,O,123460799
437,755,2011-01-25,2011,1,January,6,6,4,LARCENY-FROM VEHICLE,house_number,6,F,110250805
438,1807,2013-12-12,2013,4,December,52,3,4,LARCENY-FROM VEHICLE,house_number,108,X,133461355
439,2149,2014-11-19,2014,4,November,58,4,3,BURGLARY-RESIDENCE,house_number,59,S,143222897
440,747,2011-01-17,2011,1,January,63,1,51,LARCENY-FROM VEHICLE,place,142,K,110170954
440,872,2011-05-22,2011,2,May,24,1,9,ROBBERY-RESIDENCE,house_number,26,L,111422149
440,2729,2016-06-21,2016,2,June,10,1,7,LARCENY-FROM VEHICLE,amenity,18,T,161731156
441,2014,2014-07-07,2014,3,July,50,3,3,BURGLARY-RESIDENCE,house_number,54,V,141881763
442,900,2011-06-19,2011,2,June,68,1,3,BURGLARY-RESIDENCE,house_number,27,H,111692556
443,894,2011-06-13,2011,2,June,53,6,3,BURGLARY-RESIDENCE,house_number,22,W,111641476
443,2355,2015-06-13,2015,2,June,53,6,11,ROBBERY-PEDESTRIAN,house_number,22,W,151640506
444,2615,2016-02-28,2016,1,February,46,3,11,ROBBERY-PEDESTRIAN,house_number,47,X,160591644
445,1895,2014-03-10,2014,1,March,28,3,2,AUTO THEFT,house_number,108,X,140691072
446,1604,2013-05-23,2013,2,May,49,5,4,LARCENY-FROM VEHICLE,house_number,33,M,131431546
447,1462,2013-01-01,2013,1,January,58,4,30,HOMICIDE,house_number,85,S,130010993001
448,1826,2013-12-31,2013,4,December,22,4,3,BURGLARY-RESIDENCE,house_number,24,P,133652173
449,2575,2016-01-19,2016,1,January,38,5,4,LARCENY-FROM VEHICLE,house_number,94,E,160190077
450,2242,2015-02-20,2015,1,February,22,4,3,BURGLARY-RESIDENCE,house_number,144,P,150513276
451,1405,2012-11-05,2012,4,November,73,2,3,BURGLARY-RESIDENCE,house_number,117,A,123101319
452,2259,2015-03-09,2015,1,March,27,2,4,LARCENY-FROM VEHICLE,house_number,145,B,150681764
453,709,2010-12-10,2010,4,December,3,3,1,LARCENY-NON VEHICLE,house_number,3,V,103440905
453,2590,2016-02-03,2016,1,February,3,3,1,LARCENY-NON VEHICLE,house_number,3,V,160343236
454,2589,2016-02-02,2016,1,February,41,2,4,LARCENY-FROM VEHICLE,house_number,147,E,160333114
455,137,2009-05-17,2009,2,May,28,3,2,AUTO THEFT,house_number,30,X,91371173
456,529,2010-06-13,2010,2,June,50,3,11,ROBBERY-PEDESTRIAN,house_number,54,V,101640074
457,1477,2013-01-16,2013,1,January,58,4,1,LARCENY-NON VEHICLE,house_number,59,S,130162052
458,1547,2013-03-27,2013,1,March,29,3,4,LARCENY-FROM VEHICLE,house_number,88,Z,130860439
459,2833,2016-10-03,2016,4,October,18,3,4,LARCENY-FROM VEHICLE,house_number,5,Z,162770879
460,2568,2016-01-12,2016,1,January,51,2,4,LARCENY-FROM VEHICLE,house_number,62,D,160122398
461,2571,2016-01-15,2016,1,January,45,1,4,LARCENY-FROM VEHICLE,house_number,119,G,160151165
462,2757,2016-07-19,2016,3,July,21,6,18,LARCENY-NON VEHICLE,shop,22,W,162011993
463,364,2009-12-30,2009,4,December,18,3,1,LARCENY-NON VEHICLE,house_number,19,Y,93641270
464,1484,2013-01-23,2013,1,January,10,1,38,BURGLARY-NONRES,amenity,10,K,130231029
465,136,2009-05-16,2009,2,May,59,2,4,LARCENY-FROM VEHICLE,house_number,112,B,91360704
466,544,2010-06-28,2010,2,June,55,3,5,LARCENY-FROM VEHICLE,building,61,V,101791927
467,414,2010-02-18,2010,1,February,35,3,1,LARCENY-NON VEHICLE,house_number,37,Z,100491025
468,2726,2016-06-18,2016,2,June,15,6,4,LARCENY-FROM VEHICLE,house_number,15,O,161701779
469,662,2010-10-24,2010,4,October,59,2,3,BURGLARY-RESIDENCE,house_number,112,B,102971794
469,685,2010-11-16,2010,4,November,59,2,7,LARCENY-FROM VEHICLE,amenity,112,B,103201188
470,1603,2013-05-22,2013,2,May,53,6,11,ROBBERY-PEDESTRIAN,house_number,57,N,131421077
471,1804,2013-12-09,2013,4,December,53,6,4,LARCENY-FROM VEHICLE,house_number,136,N,133432457
472,124,2009-05-04,2009,2,May,67,4,30,HOMICIDE,house_number,83,R,91231304024
473,1635,2013-06-23,2013,2,June,30,1,3,BURGLARY-RESIDENCE,house_number,32,J,131740270
473,2564,2016-01-08,2016,1,January,30,1,9,ROBBERY-RESIDENCE,house_number,32,J,160082436
474,2386,2015-07-14,2015,3,July,18,3,10,AGG ASSAULT,house_number,19,Y,151950415
475,137,2009-05-17,2009,2,May,64,4,10,AGG ASSAULT,house_number,78,T,91371110
476,1518,2013-02-26,2013,1,February,39,6,3,BURGLARY-RESIDENCE,house_number,40,O,130571358
477,1469,2013-01-08,2013,1,January,37,4,3,BURGLARY-RESIDENCE,house_number,137,O,130081415
478,2108,2014-10-09,2014,4,October,51,2,1,LARCENY-NON VEHICLE,house_number,62,D,142821468
479,2033,2014-07-26,2014,3,July,52,3,30,HOMICIDE,house_number,80,V,142071703046
480,2761,2016-07-23,2016,3,July,75,1,3,BURGLARY-RESIDENCE,house_number,101,H,162051268
481,2127,2014-10-28,2014,4,October,10,1,4,LARCENY-FROM VEHICLE,house_number,18,T,143012377
482,467,2010-04-12,2010,2,April,15,6,3,BURGLARY-RESIDENCE,house_number,15,O,101020929
482,1568,2013-04-17,2013,2,April,15,6,10,AGG ASSAULT,house_number,15,O,131070405
483,1023,2011-10-20,2011,4,October,55,3,3,BURGLARY-RESIDENCE,house_number,61,V,112931476
484,734,2011-01-04,2011,1,January,18,3,3,BURGLARY-RESIDENCE,house_number,19,Y,110041017
485,735,2011-01-05,2011,1,January,51,2,4,LARCENY-FROM VEHICLE,house_number,62,D,110050488
485,1272,2012-06-25,2012,2,June,51,2,4,LARCENY-FROM VEHICLE,house_number,62,D,121770797
486,873,2011-05-23,2011,2,May,18,3,3,BURGLARY-RESIDENCE,house_number,19,Y,111431837
487,46,2009-02-15,2009,1,February,29,3,10,AGG ASSAULT,house_number,114,Z,90460473
488,897,2011-06-16,2011,2,June,19,4,3,BURGLARY-RESIDENCE,house_number,20,R,111671448
489,81,2009-03-22,2009,1,March,68,1,2,AUTO THEFT,house_number,27,H,90810304
489,1964,2014-05-18,2014,2,May,68,1,11,ROBBERY-PEDESTRIAN,house_number,27,H,141380357
490,1038,2011-11-04,2011,4,November,14,4,10,AGG ASSAULT,house_number,149,P,113080246
491,2688,2016-05-11,2016,2,May,74,6,4,LARCENY-FROM VEHICLE,house_number,74,M,161322574
492,444,2010-03-20,2010,1,March,21,6,3,BURGLARY-RESIDENCE,house_number,22,W,100792165
493,2767,2016-07-29,2016,3,July,38,5,4,LARCENY-FROM VEHICLE,house_number,94,E,162112468
494,334,2009-11-30,2009,4,November,47,4,3,BURGLARY-RESIDENCE,house_number,150,P,93341891
495,2345,2015-06-03,2015,2,June,37,4,3,BURGLARY-RESIDENCE,house_number,126,I,151541770
496,1566,2013-04-15,2013,2,April,15,6,3,BURGLARY-RESIDENCE,house_number,15,O,131051811
497,809,2011-03-20,2011,1,March,52,3,3,BURGLARY-RESIDENCE,house_number,80,V,110791055
498,1578,2013-04-27,2013,2,April,44,3,11,ROBBERY-PEDESTRIAN,house_number,151,Z,131170255
499,2466,2015-10-02,2015,4,October,41,2,2,AUTO THEFT,house_number,41,E,152752927
500,323,2009-11-19,2009,4,November,30,1,1,LARCENY-NON VEHICLE,house_number,32,J,93230728
501,2632,2016-03-16,2016,1,March,45,1,2,AUTO THEFT,house_number,152,G,160763164
502,1933,2014-04-17,2014,2,April,31,5,50,BURGLARY-RESIDENCE,building,52,M,141073010
503,920,2011-07-09,2011,3,July,76,2,5,LARCENY-FROM VEHICLE,building,105,B,111900791
504,756,2011-01-26,2011,1,January,28,3,2,AUTO THEFT,house_number,30,X,110261245
504,2682,2016-05-05,2016,2,May,28,3,10,AGG ASSAULT,house_number,30,X,161261986
505,2002,2014-06-25,2014,2,June,7,2,4,LARCENY-FROM VEHICLE,house_number,7,F,141762450
506,2929,2017-01-07,2017,1,January,59,2,18,LARCENY-NON VEHICLE,shop,65,B,170070915
507,81,2009-03-22,2009,1,March,26,1,20,AUTO THEFT,amenity,28,T,90810383
508,395,2010-01-30,2010,1,January,52,3,2,AUTO THEFT,house_number,80,V,100300031
509,474,2010-04-19,2010,2,April,17,6,20,AUTO THEFT,amenity,15,O,101091808
510,2750,2016-07-12,2016,3,July,5,3,26,LARCENY-NON VEHICLE,road,76,Z,161940914
511,1141,2012-02-15,2012,1,February,5,3,3,BURGLARY-RESIDENCE,house_number,76,Z,120460762
512,1145,2012-02-19,2012,1,February,75,1,1,LARCENY-NON VEHICLE,house_number,122,H,120501523
513,35,2009-02-04,2009,1,February,53,6,3,BURGLARY-RESIDENCE,house_number,136,N,90351163
514,443,2010-03-19,2010,1,March,41,2,2,AUTO THEFT,house_number,154,E,100782410
515,1813,2013-12-18,2013,4,December,46,3,1,LARCENY-NON VEHICLE,house_number,47,X,133522341
516,2320,2015-05-09,2015,2,May,9,3,11,ROBBERY-PEDESTRIAN,house_number,9,X,151292856
517,1230,2012-05-14,2012,2,May,18,3,1,LARCENY-NON VEHICLE,house_number,5,Z,121350666
518,337,2009-12-03,2009,4,December,23,6,7,LARCENY-FROM VEHICLE,amenity,44,N,93371139
519,692,2010-11-23,2010,4,November,72,5,7,LARCENY-FROM VEHICLE,amenity,33,M,103270775
520,1739,2013-10-05,2013,4,October,10,1,12,LARCENY-FROM VEHICLE,road,18,T,132782940
521,1830,2014-01-04,2014,1,January,3,3,2,AUTO THEFT,house_number,3,V,140041420
522,819,2011-03-30,2011,1,March,76,2,19,BURGLARY-RESIDENCE,road,105,B,110891331
522,2151,2014-11-21,2014,4,November,76,2,40,AUTO THEFT,building,105,B,143252580
523,1060,2011-11-26,2011,4,November,41,2,1,LARCENY-NON VEHICLE,house_number,41,E,113300937
524,124,2009-05-04,2009,2,May,68,1,17,AUTO THEFT,road,27,H,91241945
524,1636,2013-06-24,2013,2,June,11,1,17,AUTO THEFT,road,11,I,131752001
525,846,2011-04-26,2011,2,April,11,1,3,BURGLARY-RESIDENCE,house_number,11,I,111161340
526,2030,2014-07-23,2014,3,July,41,2,54,BURGLARY-NONRES,office,154,E,142040637
527,1633,2013-06-21,2013,2,June,55,3,10,AGG ASSAULT,house_number,71,V,131721704
528,894,2011-06-13,2011,2,June,73,2,6,BURGLARY-NONRES,house_number,117,A,111640392
529,164,2009-06-13,2009,2,June,51,2,11,ROBBERY-PEDESTRIAN,house_number,120,D,91640243
530,195,2009-07-14,2009,3,July,19,4,3,BURGLARY-RESIDENCE,house_number,20,R,91951786
531,1403,2012-11-03,2012,4,November,23,6,33,ROBBERY-COMMERCIAL,house_number,44,N,123080355
532,2704,2016-05-27,2016,2,May,20,1,1,LARCENY-NON VEHICLE,house_number,8,J,161482448
533,2123,2014-10-24,2014,4,October,59,2,26,LARCENY-NON VEHICLE,road,112,B,142972280
534,2495,2015-10-31,2015,4,October,69,4,4,LARCENY-FROM VEHICLE,house_number,85,S,153042807
535,2890,2016-11-29,2016,4,November,5,3,3,BURGLARY-RESIDENCE,house_number,76,Z,163343019
536,332,2009-11-28,2009,4,November,22,4,3,BURGLARY-RESIDENCE,house_number,156,Q,93321819
537,1825,2013-12-30,2013,4,December,51,2,4,LARCENY-FROM VEHICLE,house_number,157,J,133640751
538,2038,2014-07-31,2014,3,July,57,2,56,ROBBERY-RESIDENCE,amenity,69,D,142123119
539,1395,2012-10-26,2012,4,October,52,3,2,AUTO THEFT,house_number,108,X,123000110
540,1081,2011-12-17,2011,4,December,49,5,36,LARCENY-NON VEHICLE,tourism,33,M,113510424
541,281,2009-10-08,2009,4,October,47,4,3,BURGLARY-RESIDENCE,house_number,49,P,92811938
542,17,2009-01-17,2009,1,January,19,4,3,BURGLARY-RESIDENCE,house_number,126,I,90171243
543,2508,2015-11-13,2015,4,November,36,5,4,LARCENY-FROM VEHICLE,house_number,16,E,153170859
544,520,2010-06-04,2010,2,June,41,2,4,LARCENY-FROM VEHICLE,house_number,147,E,101550671
545,1097,2012-01-02,2012,1,January,42,2,12,LARCENY-FROM VEHICLE,road,130,B,120021753
546,658,2010-10-20,2010,4,October,62,5,5,LARCENY-FROM VEHICLE,building,16,E,102930619
547,2214,2015-01-23,2015,1,January,48,2,4,LARCENY-FROM VEHICLE,house_number,42,B,150230743
548,1560,2013-04-09,2013,2,April,71,4,31,LARCENY-FROM VEHICLE,leisure,93,R,130991541
549,2927,2017-01-05,2017,1,January,18,3,4,LARCENY-FROM VEHICLE,house_number,158,Y,170050735
550,1592,2013-05-11,2013,2,May,44,3,3,BURGLARY-RESIDENCE,house_number,48,Z,131310196
551,2174,2014-12-14,2014,4,December,58,4,10,AGG ASSAULT,house_number,78,T,143481960
552,316,2009-11-12,2009,4,November,36,5,4,LARCENY-FROM VEHICLE,house_number,16,E,93161800
553,2765,2016-07-27,2016,3,July,66,2,2,AUTO THEFT,house_number,86,F,162090118
554,518,2010-06-02,2010,2,June,57,2,20,AUTO THEFT,amenity,91,D,101530508
555,1560,2013-04-09,2013,2,April,39,6,4,LARCENY-FROM VEHICLE,house_number,40,O,130990506
556,876,2011-05-26,2011,2,May,15,6,3,BURGLARY-RESIDENCE,house_number,15,O,111461587
557,48,2009-02-17,2009,1,February,74,6,40,AUTO THEFT,building,74,M,90480615
